Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
77;5800185422;"Theory and Research in Social Education";journal;"00933104, 21631654";"Taylor and Francis Ltd.";No;No;1,580;Q1;52;29;60;3009;258;60;3,05;103,76;57,58;0;10;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1973-2025";"Education (Q1); Sociology and Political Science (Q1)";"Social Sciences"
78;17530;"Social Forces";journal;"15347605, 00377732";"Oxford University Press";No;No;1,566;Q1;158;71;200;5602;730;199;3,27;78,90;40,29;5;53;United Kingdom;Western Europe;"Oxford University Press";"1925-2025";"Anthropology (Q1); History (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Social Sciences"
79;77191;"Early Childhood Research Quarterly";journal;"08852006";"Elsevier Ltd";No;No;1,565;Q1;125;112;355;7974;1607;349;3,94;71,20;72,40;2;47;United Kingdom;Western Europe;"Elsevier Ltd";"1986-2025";"Developmental and Educational Psychology (Q1); Education (Q1); Sociology and Political Science (Q1)";"Psychology; Social Sciences"
80;5700168564;"Policy and Society";journal;"14494035";"Oxford University Press";Yes;No;1,558;Q1;63;33;104;2688;887;102;7,86;81,45;46,84;2;16;United Kingdom;Western Europe;"Oxford University Press";"2002-2003, 2008-2024";"Political Science and International Relations (Q1); Public Administration (Q1); Sociology and Political Science (Q1)";"Social Sciences"
81;15382;"Journal of Applied Behavior Analysis";journal;"19383703, 00218855";"Wiley-Blackwell";No;No;1,557;Q1;93;75;236;3097;879;230;3,76;41,29;53,37;0;4;United States;Northern America;"Wiley-Blackwell";"1968-2025";"Applied Psychology (Q1); Philosophy (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Psychology; Social Sciences"
82;5700161512;"Journal of Consumer Culture";journal;"14695405, 17412900";"SAGE Publications Ltd";No;No;1,540;Q1;71;28;151;1815;635;150;3,86;64,82;61,40;0;10;United Kingdom;Western Europe;"SAGE Publications Ltd";"2001-2025";"Arts and Humanities (miscellaneous) (Q1); Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Psychology; Social Sciences"
83;18699;"Theory, Culture and Society";journal;"02632764, 14603616";"SAGE Publications Ltd";No;No;1,531;Q1;136;81;202;3912;728;198;3,15;48,30;22,45;0;8;United Kingdom;Western Europe;"SAGE Publications Ltd";"1982-2025";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Social Sciences"
84;28007;"Security Dialogue";journal;"09670106";"SAGE Publications Ltd";No;No;1,530;Q1;91;41;111;3124;467;110;3,11;76,20;52,63;0;19;United Kingdom;Western Europe;"SAGE Publications Ltd";"1970-1972, 1976-2025";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
85;21101077293;"Journal of Migration and Health";journal;"26666235";"Elsevier B.V.";Yes;No;1,529;Q1;21;76;173;3646;745;172;3,48;47,97;61,12;1;61;Netherlands;Western Europe;"Elsevier B.V.";"2020-2025";"Demography (Q1); Health (social science) (Q1); Infectious Diseases (Q1); Sociology and Political Science (Q1)";"Medicine; Social Sciences"
86;22857;"Political Geography";journal;"09626298";"Elsevier B.V.";No;No;1,524;Q1;120;169;485;12263;2188;443;4,09;72,56;37,50;5;78;United Kingdom;Western Europe;"Elsevier B.V.";"1983, 1992-2025";"Geography, Planning and Development (Q1); History (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Social Sciences"
87;27364;"Population and Development Review";journal;"17284457, 00987921";"Wiley-Blackwell Publishing Ltd";No;No;1,522;Q1;122;98;134;6613;552;105;3,77;67,48;55,11;10;68;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1976-2025";"Demography (Q1); Development (Q1); Sociology and Political Science (Q1)";"Social Sciences"
88;25848;"International Studies Quarterly";journal;"14682478, 00208833";"Oxford University Press";No;No;1,518;Q1;126;150;296;11977;1016;296;2,97;79,85;35,43;6;64;United States;Northern America;"Oxford University Press";"1978, 1985, 1989-2025";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
89;14427;"European Sociological Review";journal;"02667215, 14682672";"Oxford University Press";No;No;1,515;Q1;115;73;188;3861;733;186;3,45;52,89;35,33;8;39;United Kingdom;Western Europe;"Oxford University Press";"1985-2025";"Sociology and Political Science (Q1)";"Social Sciences"
90;5400152621;"Sustainability Science";journal;"18624065, 18624057";"Springer";No;No;1,515;Q1;96;169;501;12832;3107;476;5,47;75,93;48,69;14;118;Japan;Asiatic Region;"Springer";"2006-2025";"Ecology (Q1); Geography, Planning and Development (Q1); Global and Planetary Change (Q1); Health (social science) (Q1); Management, Monitoring, Policy and Law (Q1); Nature and Landscape Conservation (Q1); Sociology and Political Science (Q1)";"Environmental Science; Social Sciences"
91;21100835891;"Journal of Experimental Political Science";journal;"20522630, 20522649";"Cambridge University Press";No;No;1,506;Q1;27;25;111;956;410;109;3,40;38,24;27,66;0;10;United Kingdom;Western Europe;"Cambridge University Press";"2014-2025";"Sociology and Political Science (Q1)";"Social Sciences"
92;24829;"Journal of Political Philosophy";journal;"14679760, 09638016";"Wiley-Blackwell Publishing Ltd";No;No;1,501;Q1;80;0;78;0;312;66;3,87;0,00;0,00;0;0;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1993-2023";"Philosophy (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Social Sciences"
93;18130;"Sociology";journal;"00380385, 14698684";"SAGE Publications Ltd";No;No;1,497;Q1;138;106;215;6107;982;214;4,20;57,61;62,95;8;41;United Kingdom;Western Europe;"SAGE Publications Ltd";"1967-2025";"Sociology and Political Science (Q1)";"Social Sciences"
94;13854;"Housing Studies";journal;"14661810, 02673037";"Routledge";No;No;1,496;Q1;95;213;257;14687;1402;251;5,09;68,95;54,24;23;189;United Kingdom;Western Europe;"Routledge";"1986-2025";"Environmental Science (miscellaneous) (Q1); Sociology and Political Science (Q1); Urban Studies (Q1)";"Environmental Science; Social Sciences"
95;27944;"Review of International Studies";journal;"14699044, 02602105";"Cambridge University Press";No;No;1,470;Q1;92;103;150;14034;682;148;4,43;136,25;44,52;0;37;United Kingdom;Western Europe;"Cambridge University Press";"1976, 1981-2025";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
96;14230;"Cultural Diversity and Ethnic Minority Psychology";journal;"10999809, 19390106";"American Psychological Association";No;No;1,467;Q1;106;97;246;6523;1150;246;3,28;67,25;69,58;0;45;United States;Northern America;"American Psychological Association";"1999-2025";"Social Psychology (Q1); Sociology and Political Science (Q1)";"Psychology; Social Sciences"
97;21100779233;"Journal of Racial and Ethnic Health Disparities";journal;"21968837, 21973792";"Springer Science and Business Media Deutschland GmbH";No;No;1,460;Q1;56;660;728;33909;2942;728;3,90;51,38;63,14;7;556;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2014-2025";"Anthropology (Q1); Health Policy (Q1); Health (social science) (Q1); Public Health, Environmental and Occupational Health (Q1); Sociology and Political Science (Q1)";"Medicine; Social Sciences"
98;29102;"Health and Place";journal;"18732054, 13538292";"Elsevier Ltd";No;No;1,456;Q1;144;180;534;12346;2642;531;4,65;68,59;59,98;3;111;United Kingdom;Western Europe;"Elsevier Ltd";"1995-2025";"Geography, Planning and Development (Q1); Health (social science) (Q1); Life-span and Life-course Studies (Q1); Public Health, Environmental and Occupational Health (Q1); Sociology and Political Science (Q1)";"Medicine; Social Sciences"
99;21100855986;"Revista de Investigacoes Constitucionais";journal;"23595639";"Universidade Federal do Parana";Yes;Yes;1,445;Q1;12;23;76;1009;95;71;1,42;43,87;25,00;0;15;Brazil;Latin America;"Universidade Federal do Parana";"2014-2024";"Law (Q1); Sociology and Political Science (Q1)";"Social Sciences"
100;18090;"Sociological Methodology";journal;"14679531, 00811750";"SAGE Publications Ltd";No;No;1,440;Q1;66;17;36;1014;128;36;2,96;59,65;50,00;0;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"1987-1990, 1993, 1996-2025";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Social Sciences"
101;19088;"Governance";journal;"09521895, 14680491";"Wiley-Blackwell Publishing Ltd";No;No;1,426;Q1;99;78;176;4835;851;173;4,65;61,99;37,89;14;34;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1988-2025";"Marketing (Q1); Public Administration (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Social Sciences"
102;26441;"Social Science Research";journal;"10960317, 0049089X";"Academic Press Inc.";No;No;1,423;Q1;118;89;255;7086;1058;255;4,10;79,62;37,24;1;51;United States;Northern America;"Academic Press Inc.";"1972-2025";"Education (Q1); Sociology and Political Science (Q1)";"Social Sciences"
103;22867;"Political Research Quarterly";journal;"1938274X, 10659129";"SAGE Publications Inc.";No;No;1,422;Q1;105;127;317;8070;922;316;2,58;63,54;31,82;2;53;United States;Northern America;"SAGE Publications Inc.";"1948, 1950-1952, 1954-1955, 1957-1967, 1969-1977, 1979-1986, 1988-2025";"Sociology and Political Science (Q1)";"Social Sciences"
104;13892;"International Journal of Urban and Regional Research";journal;"03091317, 14682427";"Wiley-Blackwell Publishing Ltd";No;No;1,417;Q1;138;59;194;4235;721;192;3,08;71,78;46,15;0;49;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1977-2025";"Development (Q1); Sociology and Political Science (Q1); Urban Studies (Q1)";"Social Sciences"
105;28011;"Security Studies";journal;"15561852, 09636412";"Routledge";No;No;1,414;Q1;64;28;109;784;282;83;2,27;28,00;28,13;3;3;United Kingdom;Western Europe;"Routledge";"1991-2024";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
106;22762;"Policy and Politics";journal;"03055736, 14708442";"Policy Press";No;No;1,413;Q1;72;31;94;2341;515;94;3,06;75,52;38,10;0;21;United Kingdom;Western Europe;"Policy Press";"1979-2025";"Management, Monitoring, Policy and Law (Q1); Public Administration (Q1); Sociology and Political Science (Q1)";"Environmental Science; Social Sciences"
107;5700166179;"Politics and Gender";journal;"1743923X, 17439248";"Cambridge University Press";No;No;1,405;Q1;59;43;159;2468;540;145;3,37;57,40;67,44;0;37;United Kingdom;Western Europe;"Cambridge University Press";"2005-2025";"Gender Studies (Q1); Sociology and Political Science (Q1)";"Social Sciences"
108;14000156253;"Regulation and Governance";journal;"17485983, 17485991";"Wiley-Blackwell Publishing Ltd";No;No;1,403;Q1;63;114;228;9330;1206;225;5,41;81,84;36,25;19;54;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2008-2025";"Law (Q1); Public Administration (Q1); Sociology and Political Science (Q1)";"Social Sciences"
109;5700161511;"Social Movement Studies";journal;"14742837";"Routledge";No;No;1,381;Q1;49;93;158;4881;725;156;3,39;52,48;48,75;0;40;United Kingdom;Western Europe;"Routledge";"2010-2025";"Cultural Studies (Q1); Sociology and Political Science (Q1)";"Social Sciences"
110;25833;"International Political Science Review";journal;"01925121, 1460373X";"SAGE Publications Ltd";No;No;1,377;Q1;72;73;134;3493;584;132;3,88;47,85;40,60;9;33;United Kingdom;Western Europe;"SAGE Publications Ltd";"1980-2025";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
111;17449;"Science Communication";journal;"15528545, 10755470";"SAGE Publications Inc.";No;No;1,350;Q1;80;49;105;3193;535;84;4,33;65,16;58,40;1;24;United States;Northern America;"SAGE Publications Inc.";"1979-2025";"Sociology and Political Science (Q1)";"Social Sciences"
112;17497;"British Journal of Sociology";journal;"00071315, 14684446";"Wiley-Blackwell Publishing Ltd";No;No;1,347;Q1;117;71;198;3991;730;194;3,92;56,21;39,82;4;32;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1965-1977, 1979-1984, 1987-2025";"Sociology and Political Science (Q1)";"Social Sciences"
113;28611;"Geoforum";journal;"00167185";"Elsevier B.V.";No;No;1,345;Q1;151;195;690;16761;2998;665;3,61;85,95;48,90;6;134;United Kingdom;Western Europe;"Elsevier B.V.";"1970-2025";"Sociology and Political Science (Q1)";"Social Sciences"
114;22915;"Journal of Economic Psychology";journal;"01674870";"Elsevier B.V.";No;No;1,333;Q1;126;49;181;2820;475;177;2,43;57,55;35,46;0;17;Netherlands;Western Europe;"Elsevier B.V.";"1981-2025";"Applied Psychology (Q1); Economics and Econometrics (Q1); Sociology and Political Science (Q1)";"Economics, Econometrics and Finance; Psychology; Social Sciences"
115;5700166813;"Journal of Chinese Political Science";journal;"10806954, 15557898";"Springer Netherlands";No;No;1,332;Q1;33;46;94;3752;516;93;4,48;81,57;37,04;3;32;Netherlands;Western Europe;"Springer Netherlands";"1995-1996, 2003, 2008-2025";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
116;5600155551;"International Political Sociology";journal;"17495687, 17495679";"Oxford University Press";No;No;1,330;Q1;58;51;79;4032;318;77;3,06;79,06;50,00;0;21;United Kingdom;Western Europe;"Oxford University Press";"2008-2025";"Sociology and Political Science (Q1)";"Social Sciences"
117;19700181316;"Journal of Public Relations Research";journal;"1062726X, 1532754X";"Routledge";No;No;1,320;Q1;67;31;71;2659;313;61;4,10;85,77;49,23;0;7;United Kingdom;Western Europe;"Routledge";"1992-1995, 2004, 2007-2025";"Public Administration (Q1); Sociology and Political Science (Q1)";"Social Sciences"
118;5700162364;"Journal of European Integration";journal;"07036337, 14772280";"Routledge";No;No;1,300;Q1;57;91;195;5896;827;193;4,12;64,79;41,38;11;29;United Kingdom;Western Europe;"Routledge";"1977-2025";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
119;19700170417;"Journal of Information Technology and Politics";journal;"19331681, 1933169X";"Routledge";No;No;1,300;Q1;54;76;95;4272;470;89;4,49;56,21;47,88;4;21;United States;Northern America;"Routledge";"2008-2025";"Computer Science (miscellaneous) (Q1); Public Administration (Q1); Sociology and Political Science (Q1)";"Computer Science; Social Sciences"
120;13344;"Social Psychology of Education";journal;"15731928, 13812890";"Springer Netherlands";No;No;1,297;Q1;70;139;203;10308;937;203;4,29;74,16;61,67;5;52;Netherlands;Western Europe;"Springer Netherlands";"1996-2025";"Developmental and Educational Psychology (Q1); Education (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)";"Psychology; Social Sciences"
121;22751;"Journal of Economic Inequality";journal;"15691721, 15738701";"Springer Netherlands";No;No;1,294;Q1;51;70;117;3611;429;115;2,86;51,59;30,43;9;64;Netherlands;Western Europe;"Springer Netherlands";"2004-2025";"Economics, Econometrics and Finance (miscellaneous) (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
122;23715;"Science Technology and Human Values";journal;"01622439, 15528251";"SAGE Publications Inc.";No;No;1,290;Q1;96;97;179;5946;757;163;3,83;61,30;62,42;2;44;United States;Northern America;"SAGE Publications Inc.";"1976-2025";"Anthropology (Q1); Economics and Econometrics (Q1); Engineering (miscellaneous) (Q1); Human-Computer Interaction (Q1); Philosophy (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Computer Science; Economics, Econometrics and Finance; Engineering; Social Sciences"
123;17591;"Law and Society Review";journal;"00239216, 15405893";"Cambridge University Press";No;No;1,286;Q1;92;16;79;1093;174;74;1,96;68,31;47,37;0;7;United Kingdom;Western Europe;"Cambridge University Press";"1977-1979, 1983, 1985, 1987, 1996-2024";"Law (Q1); Sociology and Political Science (Q1)";"Social Sciences"
124;23144;"Language in Society";journal;"14698013, 00474045";"Cambridge University Press";No;No;1,280;Q1;78;52;108;3381;315;101;2,86;65,02;56,58;0;6;United Kingdom;Western Europe;"Cambridge University Press";"1972-2025";"Linguistics and Language (Q1); Sociology and Political Science (Q1)";"Social Sciences"
125;25675;"Journal of Early Adolescence";journal;"15525449, 02724316";"SAGE Publications Inc.";No;No;1,264;Q1;85;80;144;5506;549;143;3,81;68,83;61,97;0;30;United States;Northern America;"SAGE Publications Inc.";"1981-2025";"Developmental and Educational Psychology (Q1); Life-span and Life-course Studies (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Psychology; Social Sciences"
126;25733;"Journal of Criminal Justice";journal;"00472352";"Elsevier B.V.";Yes;No;1,256;Q1;106;139;246;9920;1083;245;3,15;71,37;45,30;2;66;United Kingdom;Western Europe;"Elsevier B.V.";"1973-2025";"Applied Psychology (Q1); Law (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)";"Psychology; Social Sciences"
